donor_id,jenis_makanan,jumlah_makanan,lokasi_donor,makanan_layak_konsumsi,is_halal,is_for_child,is_for_elderly,is_alergan
D961,"['makanan', 'minuman']",2,"(-5.39716144906142, 105.23798635840781)",tidak layak konsumsi,True,True,True,False
D962,"['minuman', 'makanan']",5,"(-5.4117746754579, 105.29573639118827)",layak konsumsi,True,False,False,True
D963,['makanan'],2,"(-5.41142152295619, 105.2986217930973)",layak konsumsi,False,True,True,False
D964,"['minuman', 'makanan']",10,"(-5.40909660465765, 105.23487208487221)",hampir kadaluarsa,False,False,False,False
D965,"['makanan', 'minuman']",5,"(-5.3890277100764, 105.22222311881842)",layak konsumsi,False,False,False,False
D966,"['makanan', 'minuman']",4,"(-5.38084794525885, 105.2157050466714)",tidak layak konsumsi,True,False,True,True
D967,['makanan'],6,"(-5.37887258951053, 105.29559155837691)",hampir kadaluarsa,False,True,False,False
D968,['makanan'],3,"(-5.40020298464895, 105.2337850057426)",hampir kadaluarsa,True,True,True,False
D969,"['makanan', 'minuman']",1,"(-5.41773546583723, 105.25830566577957)",hampir kadaluarsa,True,True,False,False
D970,"['makanan', 'minuman']",7,"(-5.38917576799377, 105.30763059773086)",tidak layak konsumsi,False,False,True,True
D971,"['minuman', 'makanan']",7,"(-5.3853635508155, 105.26087538042714)",tidak layak konsumsi,False,True,True,False
D972,"['makanan', 'minuman']",2,"(-5.39785135847423, 105.28045687897735)",tidak layak konsumsi,True,False,True,True
D973,['makanan'],5,"(-5.38648594074354, 105.2117651128726)",hampir kadaluarsa,False,False,True,False
D974,['makanan'],10,"(-5.41046003193137, 105.29891037468443)",tidak layak konsumsi,False,False,True,False
D975,"['makanan', 'minuman']",3,"(-5.37738477470905, 105.2757136720766)",tidak layak konsumsi,True,False,False,False
D976,['minuman'],10,"(-5.39977519300811, 105.22997679427935)",tidak layak konsumsi,True,False,False,False
D977,"['makanan', 'minuman']",2,"(-5.39842570975645, 105.26145926020277)",layak konsumsi,False,False,False,False
D978,['minuman'],9,"(-5.39753385637596, 105.2925421327759)",hampir kadaluarsa,True,True,True,False
D979,"['makanan', 'minuman']",5,"(-5.42690543764505, 105.28354522168607)",hampir kadaluarsa,True,True,False,False
D980,['minuman'],4,"(-5.4237808424097, 105.30857755925787)",hampir kadaluarsa,True,True,True,True
D981,"['minuman', 'makanan']",3,"(-5.38899768204577, 105.22843459181743)",layak konsumsi,True,True,False,True
D982,"['makanan', 'minuman']",4,"(-5.43311943318138, 105.21625935134225)",layak konsumsi,False,False,True,False
D983,"['minuman', 'makanan']",4,"(-5.422140684192, 105.24163141876372)",hampir kadaluarsa,False,True,False,True
D984,"['makanan', 'minuman']",4,"(-5.39420789707633, 105.24930270788585)",layak konsumsi,True,False,False,False
D985,['minuman'],5,"(-5.38626827908905, 105.20908858958086)",hampir kadaluarsa,True,True,True,False
D986,['minuman'],1,"(-5.38688060571259, 105.23206047328752)",layak konsumsi,True,False,True,True
D987,"['makanan', 'minuman']",2,"(-5.42722315858232, 105.28169870958614)",tidak layak konsumsi,True,False,False,True
D988,"['minuman', 'makanan']",6,"(-5.37565747949876, 105.24094863200823)",tidak layak konsumsi,False,True,True,True
D989,['makanan'],5,"(-5.42769014570982, 105.28782495903192)",tidak layak konsumsi,False,False,False,True
D990,"['makanan', 'minuman']",6,"(-5.4157085818156, 105.29832424694774)",tidak layak konsumsi,False,False,False,False
D991,"['minuman', 'makanan']",3,"(-5.41640741152206, 105.27333607952895)",layak konsumsi,False,True,True,True
D992,['minuman'],3,"(-5.40175367546224, 105.26761261336456)",tidak layak konsumsi,True,True,False,True
D993,"['makanan', 'minuman']",5,"(-5.39069079540351, 105.28180326571659)",layak konsumsi,True,False,True,False
D994,['makanan'],1,"(-5.40459311355071, 105.26109321341465)",hampir kadaluarsa,False,True,False,False
D995,['makanan'],4,"(-5.43122933338258, 105.2936326246169)",hampir kadaluarsa,True,False,True,False
D996,"['makanan', 'minuman']",3,"(-5.42988588478716, 105.25904255342226)",layak konsumsi,False,False,False,False
D997,['minuman'],9,"(-5.38189350501676, 105.2254141827846)",hampir kadaluarsa,False,True,False,False
D998,"['minuman', 'makanan']",5,"(-5.38951883820258, 105.27675018122727)",tidak layak konsumsi,True,True,True,True
D999,"['makanan', 'minuman']",7,"(-5.43200459584043, 105.26983963006644)",hampir kadaluarsa,False,False,True,True
D1000,['minuman'],7,"(-5.42913491586902, 105.30608012566674)",tidak layak konsumsi,False,True,True,False
D1001,"['makanan', 'minuman']",9,"(-5.42107509410322, 105.25049458786151)",hampir kadaluarsa,True,True,True,False
D1002,"['makanan', 'minuman']",5,"(-5.38633917582727, 105.22327374485538)",hampir kadaluarsa,False,True,False,True
D1003,['makanan'],9,"(-5.38456118998489, 105.25007309852411)",hampir kadaluarsa,False,False,False,False
D1004,"['minuman', 'makanan']",4,"(-5.42153302471714, 105.23263484044679)",layak konsumsi,False,False,False,False
D1005,"['minuman', 'makanan']",2,"(-5.43102931523913, 105.26577462847727)",tidak layak konsumsi,True,False,False,True
D1006,"['makanan', 'minuman']",6,"(-5.41146700564202, 105.259843754214)",hampir kadaluarsa,False,False,False,True
D1007,"['makanan', 'minuman']",2,"(-5.43563651113698, 105.30067053351829)",hampir kadaluarsa,True,True,True,True
D1008,['makanan'],4,"(-5.38523565103798, 105.21828646643216)",layak konsumsi,False,True,True,True
D1009,"['minuman', 'makanan']",4,"(-5.3759957853543, 105.24915758863935)",hampir kadaluarsa,True,False,True,True
D1010,['minuman'],5,"(-5.38725522189855, 105.28637459814041)",tidak layak konsumsi,True,True,True,False
D1011,"['makanan', 'minuman']",10,"(-5.39503467116163, 105.29591086625493)",tidak layak konsumsi,True,False,False,False
D1012,['makanan'],3,"(-5.42840823555714, 105.29162328905826)",tidak layak konsumsi,True,False,True,False
D1013,['makanan'],5,"(-5.40030800840885, 105.26932244744727)",tidak layak konsumsi,False,False,False,False
D1014,['makanan'],3,"(-5.43054922195524, 105.23878544886445)",hampir kadaluarsa,False,False,True,False
D1015,['makanan'],8,"(-5.43896620206494, 105.25711165341566)",tidak layak konsumsi,True,True,True,False
D1016,['minuman'],2,"(-5.3986927838972, 105.26033759630597)",hampir kadaluarsa,False,False,False,False
D1017,"['minuman', 'makanan']",1,"(-5.39503464156794, 105.24922415973799)",layak konsumsi,True,True,False,False
D1018,['makanan'],10,"(-5.43342089915608, 105.30891819770525)",layak konsumsi,True,True,False,True
D1019,['minuman'],9,"(-5.42542342604759, 105.22572108174296)",tidak layak konsumsi,True,False,True,True
D1020,['makanan'],2,"(-5.40054042733063, 105.30726464754206)",tidak layak konsumsi,True,False,True,True
D1021,['makanan'],8,"(-5.42594419596384, 105.2565946000762)",hampir kadaluarsa,True,True,False,False
D1022,['minuman'],4,"(-5.39195472661915, 105.30314784259068)",layak konsumsi,False,True,False,True
D1023,"['makanan', 'minuman']",2,"(-5.38974022393953, 105.26776076994476)",tidak layak konsumsi,False,True,True,False
D1024,"['makanan', 'minuman']",3,"(-5.37911202980847, 105.2667695422317)",tidak layak konsumsi,True,False,True,True
D1025,"['makanan', 'minuman']",8,"(-5.4332827748793, 105.2816735990466)",tidak layak konsumsi,False,False,True,True
D1026,['makanan'],6,"(-5.38395543574045, 105.21524027955878)",hampir kadaluarsa,True,False,False,True
D1027,"['minuman', 'makanan']",3,"(-5.4236372812449, 105.28769075828762)",layak konsumsi,True,False,True,True
D1028,['makanan'],4,"(-5.39318315324697, 105.27574121323406)",layak konsumsi,False,True,True,True
D1029,['makanan'],5,"(-5.37378709751274, 105.20850648781459)",tidak layak konsumsi,True,True,True,False
D1030,['makanan'],1,"(-5.37907750305743, 105.22905407898484)",layak konsumsi,False,True,True,True
D1031,"['minuman', 'makanan']",3,"(-5.39625782097925, 105.22471145484795)",layak konsumsi,True,False,True,True
D1032,['makanan'],3,"(-5.40236909751518, 105.27343666223834)",hampir kadaluarsa,True,False,True,False
D1033,['makanan'],1,"(-5.37675152048762, 105.27059522098091)",tidak layak konsumsi,True,True,False,False
D1034,['minuman'],8,"(-5.4016512911839, 105.21687042000374)",hampir kadaluarsa,False,True,False,True
D1035,['makanan'],10,"(-5.39210308475872, 105.29426329509364)",layak konsumsi,False,True,False,True
D1036,"['minuman', 'makanan']",5,"(-5.38690901542353, 105.30185823793357)",layak konsumsi,False,False,True,True
D1037,"['makanan', 'minuman']",3,"(-5.42750046973238, 105.25173374694887)",layak konsumsi,False,True,False,False
D1038,"['makanan', 'minuman']",10,"(-5.40165653627717, 105.22108477736334)",tidak layak konsumsi,True,True,False,False
D1039,['makanan'],5,"(-5.39998537285321, 105.29451824197288)",tidak layak konsumsi,False,False,False,False
D1040,"['makanan', 'minuman']",1,"(-5.39724966657022, 105.28069447966953)",tidak layak konsumsi,True,True,False,False
D1041,"['minuman', 'makanan']",7,"(-5.43549328165141, 105.23220056697312)",tidak layak konsumsi,True,True,False,True
D1042,"['makanan', 'minuman']",7,"(-5.40508501018551, 105.21936459260007)",hampir kadaluarsa,True,False,True,True
D1043,"['minuman', 'makanan']",9,"(-5.43044503462459, 105.23576090963837)",hampir kadaluarsa,True,True,True,False
D1044,['minuman'],8,"(-5.3957778404876, 105.30471139837502)",tidak layak konsumsi,True,False,False,False
D1045,['minuman'],10,"(-5.42239971313431, 105.31113330874501)",layak konsumsi,False,False,True,True
D1046,['makanan'],2,"(-5.39469624164103, 105.24101764242707)",hampir kadaluarsa,True,False,True,False
D1047,"['makanan', 'minuman']",9,"(-5.43881021347709, 105.25217539577405)",layak konsumsi,False,True,False,True
D1048,"['makanan', 'minuman']",5,"(-5.40946460595339, 105.28641410662003)",tidak layak konsumsi,True,True,False,True
D1049,"['minuman', 'makanan']",3,"(-5.41524475845269, 105.31413742109605)",layak konsumsi,True,False,True,False
D1050,['makanan'],3,"(-5.40864629618827, 105.23802412194773)",layak konsumsi,False,False,True,False
D1051,['makanan'],9,"(-5.40894492385703, 105.26902455060998)",tidak layak konsumsi,True,False,True,True
D1052,"['minuman', 'makanan']",8,"(-5.41028951644749, 105.29192185766874)",hampir kadaluarsa,False,False,False,False
D1053,"['minuman', 'makanan']",2,"(-5.42740865896012, 105.28071934617374)",tidak layak konsumsi,False,False,False,False
D1054,['makanan'],3,"(-5.37989200282018, 105.27280771100288)",hampir kadaluarsa,False,True,False,False
D1055,"['minuman', 'makanan']",3,"(-5.40422398287564, 105.31025275458197)",hampir kadaluarsa,True,False,True,True
D1056,"['makanan', 'minuman']",10,"(-5.42582348590883, 105.25793973691769)",hampir kadaluarsa,True,False,False,True
D1057,"['minuman', 'makanan']",1,"(-5.37736565630044, 105.24313356110521)",tidak layak konsumsi,False,True,False,False
D1058,"['makanan', 'minuman']",9,"(-5.42132551964129, 105.28649918992863)",tidak layak konsumsi,True,True,True,False
D1059,"['makanan', 'minuman']",9,"(-5.40413776978643, 105.26006900353573)",hampir kadaluarsa,True,False,False,True
D1060,['minuman'],10,"(-5.39861582435103, 105.28367542643564)",tidak layak konsumsi,False,True,True,False
D1061,"['makanan', 'minuman']",5,"(-5.40267030877407, 105.29106445204333)",layak konsumsi,False,True,True,True
D1062,['makanan'],4,"(-5.43614744750241, 105.23969240393592)",hampir kadaluarsa,False,False,False,True
D1063,"['minuman', 'makanan']",4,"(-5.42778741761315, 105.2755673112364)",layak konsumsi,False,True,True,False
D1064,['makanan'],4,"(-5.39045310543912, 105.2964497389002)",layak konsumsi,False,False,True,False
D1065,['minuman'],7,"(-5.435363839132, 105.2618153953703)",tidak layak konsumsi,True,True,True,False
D1066,['makanan'],8,"(-5.38112904350591, 105.25089051968342)",hampir kadaluarsa,True,True,False,True
D1067,['minuman'],8,"(-5.40415158508163, 105.285384378697)",layak konsumsi,True,False,False,False
D1068,"['minuman', 'makanan']",9,"(-5.39156732498265, 105.21197746084337)",hampir kadaluarsa,True,False,False,True
D1069,['makanan'],2,"(-5.40734002248601, 105.22265577733182)",layak konsumsi,False,False,False,True
D1070,"['makanan', 'minuman']",5,"(-5.40548555203611, 105.2246778851997)",tidak layak konsumsi,False,True,False,False
D1071,"['minuman', 'makanan']",10,"(-5.40079101250598, 105.30828429419513)",layak konsumsi,True,True,True,False
D1072,"['makanan', 'minuman']",8,"(-5.39455661954596, 105.2984708384409)",hampir kadaluarsa,True,False,False,True
D1073,"['makanan', 'minuman']",3,"(-5.39943919514858, 105.23315536771014)",tidak layak konsumsi,True,False,False,False
D1074,['makanan'],2,"(-5.37630234279494, 105.23014663049862)",tidak layak konsumsi,True,False,True,True
D1075,['makanan'],2,"(-5.3900745075057, 105.25554237280856)",layak konsumsi,True,True,True,True
D1076,['makanan'],6,"(-5.41487178212217, 105.29162506797469)",tidak layak konsumsi,True,True,True,False
D1077,"['minuman', 'makanan']",10,"(-5.40236313574252, 105.2883841285456)",hampir kadaluarsa,False,False,True,False
D1078,"['minuman', 'makanan']",7,"(-5.41846882306696, 105.31014312934731)",tidak layak konsumsi,True,True,False,False
D1079,"['makanan', 'minuman']",10,"(-5.40898049090071, 105.22750331005919)",hampir kadaluarsa,False,False,False,False
D1080,['makanan'],10,"(-5.37643622723436, 105.26735542920228)",hampir kadaluarsa,False,True,False,True
D1081,"['makanan', 'minuman']",4,"(-5.41153711145822, 105.24318454060034)",tidak layak konsumsi,True,False,True,False
D1082,['makanan'],5,"(-5.42015632991501, 105.27649356305452)",layak konsumsi,False,True,True,False
D1083,"['minuman', 'makanan']",1,"(-5.41862598092627, 105.23682087850618)",layak konsumsi,True,False,False,False
D1084,"['minuman', 'makanan']",5,"(-5.40672849915295, 105.29853535982275)",tidak layak konsumsi,True,False,False,False
D1085,"['makanan', 'minuman']",2,"(-5.43397835324297, 105.23945816546511)",layak konsumsi,True,False,True,False
D1086,"['minuman', 'makanan']",10,"(-5.41887617332726, 105.30533834550566)",tidak layak konsumsi,True,False,False,True
D1087,['makanan'],4,"(-5.41553652956427, 105.28910010689488)",layak konsumsi,True,False,False,False
D1088,['minuman'],6,"(-5.41064874260815, 105.30074588423065)",tidak layak konsumsi,False,True,False,True
D1089,['makanan'],8,"(-5.41507232344136, 105.25147859678049)",hampir kadaluarsa,False,False,True,True
D1090,"['minuman', 'makanan']",7,"(-5.41496324005374, 105.30086721918053)",layak konsumsi,False,True,True,True
D1091,"['minuman', 'makanan']",9,"(-5.43143826536706, 105.27579373307049)",tidak layak konsumsi,False,False,True,True
D1092,['makanan'],6,"(-5.3784329527866, 105.22497010447303)",tidak layak konsumsi,True,True,False,True
D1093,['minuman'],10,"(-5.37993141779075, 105.30429704533006)",layak konsumsi,False,False,False,False
D1094,"['minuman', 'makanan']",3,"(-5.4204851889802, 105.28403230516682)",hampir kadaluarsa,False,True,True,True
D1095,['minuman'],9,"(-5.43610188764389, 105.28762609452276)",tidak layak konsumsi,True,True,True,True
D1096,"['minuman', 'makanan']",1,"(-5.43216364627409, 105.26550053777368)",layak konsumsi,True,False,True,True
D1097,"['makanan', 'minuman']",10,"(-5.38522957145922, 105.24663140986338)",layak konsumsi,True,False,True,True
D1098,"['minuman', 'makanan']",1,"(-5.37447933226104, 105.27257069908501)",tidak layak konsumsi,False,False,False,True
D1099,"['makanan', 'minuman']",8,"(-5.37770289967215, 105.22317080550104)",hampir kadaluarsa,False,False,True,False
D1100,['makanan'],7,"(-5.38872046342392, 105.20974740527748)",tidak layak konsumsi,False,False,False,True
D1101,['makanan'],8,"(-5.40097352708368, 105.21963247473734)",hampir kadaluarsa,False,True,False,False
D1102,['minuman'],9,"(-5.39862630427805, 105.27908803910016)",tidak layak konsumsi,False,False,False,True
D1103,"['minuman', 'makanan']",8,"(-5.38292626955846, 105.2939771870946)",hampir kadaluarsa,True,False,True,True
D1104,['minuman'],7,"(-5.41915689032602, 105.2848521168585)",layak konsumsi,False,True,False,False
D1105,['minuman'],10,"(-5.42161906056562, 105.23022018594494)",tidak layak konsumsi,False,False,False,False
D1106,['makanan'],10,"(-5.42728570203561, 105.23523683184123)",layak konsumsi,True,True,False,True
D1107,"['makanan', 'minuman']",5,"(-5.4221399529554, 105.28881696776571)",layak konsumsi,False,True,True,True
D1108,['makanan'],6,"(-5.41929554244467, 105.3052496534779)",hampir kadaluarsa,True,True,True,False
D1109,"['minuman', 'makanan']",1,"(-5.40999053179648, 105.24607572058544)",hampir kadaluarsa,True,False,True,False
D1110,"['minuman', 'makanan']",10,"(-5.42554643420344, 105.27512386925497)",layak konsumsi,True,True,True,False
D1111,"['minuman', 'makanan']",3,"(-5.43079414666933, 105.25343814665517)",hampir kadaluarsa,True,True,False,True
D1112,['makanan'],7,"(-5.3754747751432, 105.21691308867372)",layak konsumsi,True,True,False,False
D1113,"['minuman', 'makanan']",9,"(-5.43653171348962, 105.22681883872946)",hampir kadaluarsa,True,True,True,False
D1114,['makanan'],3,"(-5.42936245896241, 105.24372088884967)",layak konsumsi,False,False,True,False
D1115,"['makanan', 'minuman']",1,"(-5.39168715610184, 105.27291743134262)",hampir kadaluarsa,True,True,True,False
D1116,"['makanan', 'minuman']",5,"(-5.43689900031077, 105.24021932933607)",hampir kadaluarsa,False,False,True,False
D1117,"['minuman', 'makanan']",3,"(-5.37555913598021, 105.24733727265883)",layak konsumsi,False,False,True,True
D1118,"['minuman', 'makanan']",9,"(-5.37862910486193, 105.29797965331143)",tidak layak konsumsi,True,False,True,True
D1119,"['makanan', 'minuman']",10,"(-5.40125092121536, 105.24206647077979)",layak konsumsi,True,True,False,True
D1120,['minuman'],10,"(-5.37576185554863, 105.28743113713035)",hampir kadaluarsa,True,True,True,False
D1121,['makanan'],6,"(-5.43261408174618, 105.30351983869703)",hampir kadaluarsa,True,True,False,False
D1122,['minuman'],6,"(-5.4192070229534, 105.24287417803552)",hampir kadaluarsa,True,True,True,False
D1123,"['makanan', 'minuman']",8,"(-5.42208865485182, 105.24240946873027)",layak konsumsi,True,False,True,True
D1124,"['makanan', 'minuman']",4,"(-5.39472084792768, 105.2131461523152)",hampir kadaluarsa,True,True,True,True
D1125,"['makanan', 'minuman']",3,"(-5.39322335985946, 105.21478813400856)",hampir kadaluarsa,False,True,True,False
D1126,['minuman'],2,"(-5.38992568781308, 105.22869783715072)",hampir kadaluarsa,True,True,False,False
D1127,['makanan'],6,"(-5.43385798501077, 105.21057134745637)",hampir kadaluarsa,True,False,True,False
D1128,"['minuman', 'makanan']",10,"(-5.39679005017077, 105.2420751897172)",tidak layak konsumsi,False,True,False,False
D1129,"['minuman', 'makanan']",5,"(-5.37999037737142, 105.233767082559)",hampir kadaluarsa,False,True,True,False
D1130,"['makanan', 'minuman']",8,"(-5.38962973107691, 105.28840983458414)",tidak layak konsumsi,False,True,True,True
D1131,"['makanan', 'minuman']",9,"(-5.37971435011987, 105.21573923299528)",hampir kadaluarsa,False,True,False,True
D1132,"['makanan', 'minuman']",2,"(-5.3827452135993, 105.23340039700777)",layak konsumsi,False,True,True,False
D1133,"['minuman', 'makanan']",5,"(-5.38690485463705, 105.2840442270481)",hampir kadaluarsa,True,True,False,False
D1134,"['minuman', 'makanan']",8,"(-5.40904891540778, 105.26431139017599)",layak konsumsi,True,False,True,False
D1135,['makanan'],6,"(-5.39386059991413, 105.25163795179745)",tidak layak konsumsi,False,False,False,False
D1136,['minuman'],8,"(-5.42797763349419, 105.3014509636448)",hampir kadaluarsa,False,False,False,False
D1137,"['minuman', 'makanan']",10,"(-5.38785006886324, 105.2589536492533)",tidak layak konsumsi,False,False,True,True
D1138,"['minuman', 'makanan']",10,"(-5.39408960241219, 105.27274461833217)",layak konsumsi,False,True,False,True
D1139,['makanan'],3,"(-5.39989331596708, 105.30180227500628)",layak konsumsi,False,False,True,True
D1140,['minuman'],3,"(-5.41482361649055, 105.28143422310674)",hampir kadaluarsa,False,False,True,False
D1141,"['minuman', 'makanan']",8,"(-5.39029100840714, 105.3116603172779)",layak konsumsi,True,False,False,False
D1142,['makanan'],10,"(-5.39704119542489, 105.25947831872317)",hampir kadaluarsa,True,False,True,False
D1143,['minuman'],8,"(-5.43343855741504, 105.22196557490128)",layak konsumsi,False,False,True,False
D1144,"['minuman', 'makanan']",7,"(-5.42859588872874, 105.24614809146208)",layak konsumsi,True,True,True,True
D1145,['makanan'],5,"(-5.39738338211042, 105.29199324511326)",layak konsumsi,True,True,False,True
D1146,"['makanan', 'minuman']",2,"(-5.39205986405898, 105.27786079328578)",hampir kadaluarsa,False,True,True,False
D1147,['makanan'],8,"(-5.39678718541046, 105.29914967882353)",layak konsumsi,True,True,False,False
D1148,['makanan'],6,"(-5.40944603620915, 105.29190610036723)",hampir kadaluarsa,True,True,False,False
D1149,"['makanan', 'minuman']",3,"(-5.43631870441517, 105.24724978893715)",hampir kadaluarsa,False,True,True,True
D1150,"['minuman', 'makanan']",8,"(-5.39119606085335, 105.24653683590945)",layak konsumsi,True,True,True,False
D1151,['makanan'],3,"(-5.38154149811813, 105.22788267663958)",tidak layak konsumsi,True,True,False,False
D1152,['minuman'],10,"(-5.42901304568367, 105.26648569135372)",layak konsumsi,True,False,False,False
D1153,"['minuman', 'makanan']",2,"(-5.38143802294973, 105.23994326263886)",tidak layak konsumsi,True,True,False,True
D1154,"['makanan', 'minuman']",7,"(-5.42243386299226, 105.26068453789053)",layak konsumsi,True,False,False,False
D1155,"['makanan', 'minuman']",9,"(-5.41027251836106, 105.31192086084137)",tidak layak konsumsi,False,False,False,True
D1156,['makanan'],6,"(-5.42427885736323, 105.2424225631295)",hampir kadaluarsa,True,False,True,True
D1157,['makanan'],4,"(-5.43025549654867, 105.30250453545639)",hampir kadaluarsa,True,False,True,False
D1158,['minuman'],4,"(-5.43505443697775, 105.30301814161244)",tidak layak konsumsi,False,True,True,True
D1159,['minuman'],8,"(-5.38261864843356, 105.22027623158972)",hampir kadaluarsa,False,False,False,False
D1160,"['makanan', 'minuman']",4,"(-5.41586284542064, 105.25726618105944)",hampir kadaluarsa,False,True,True,True
D1161,['minuman'],10,"(-5.38760951242309, 105.22606059662374)",tidak layak konsumsi,True,True,False,True
D1162,['makanan'],5,"(-5.42509852837869, 105.26554307392674)",layak konsumsi,True,False,False,False
D1163,"['makanan', 'minuman']",9,"(-5.39057574266765, 105.22440432673035)",hampir kadaluarsa,True,False,False,True
D1164,['minuman'],4,"(-5.42118800535331, 105.30678248336936)",tidak layak konsumsi,True,False,False,True
D1165,"['makanan', 'minuman']",5,"(-5.41407641667457, 105.23217917145128)",hampir kadaluarsa,False,False,False,True
D1166,"['minuman', 'makanan']",5,"(-5.40719573533293, 105.2657160511889)",tidak layak konsumsi,False,True,True,True
D1167,['makanan'],4,"(-5.41751899204935, 105.23262190834407)",hampir kadaluarsa,False,False,False,False
D1168,"['makanan', 'minuman']",4,"(-5.41166675219466, 105.22472154930584)",layak konsumsi,True,False,True,False
D1169,"['minuman', 'makanan']",5,"(-5.42152408542976, 105.25393464560585)",tidak layak konsumsi,False,False,True,True
D1170,"['makanan', 'minuman']",8,"(-5.38477301147805, 105.28180674731928)",hampir kadaluarsa,False,False,False,True
D1171,"['makanan', 'minuman']",8,"(-5.43839604093754, 105.27990644348449)",tidak layak konsumsi,True,True,False,True
D1172,"['makanan', 'minuman']",10,"(-5.40306766658963, 105.26634000104625)",layak konsumsi,False,True,True,False
D1173,"['minuman', 'makanan']",2,"(-5.4190812024687, 105.26207766586803)",tidak layak konsumsi,True,False,True,True
D1174,['makanan'],1,"(-5.43686834008682, 105.24016558933313)",layak konsumsi,False,False,True,False
D1175,"['minuman', 'makanan']",1,"(-5.42242575182933, 105.25014701691771)",hampir kadaluarsa,False,False,True,False
D1176,"['minuman', 'makanan']",8,"(-5.39194696586371, 105.27457234165577)",hampir kadaluarsa,True,False,True,False
D1177,"['minuman', 'makanan']",1,"(-5.41806846407143, 105.24315256142474)",hampir kadaluarsa,True,False,False,True
D1178,"['minuman', 'makanan']",10,"(-5.4006491069525, 105.24041610538151)",hampir kadaluarsa,False,True,True,False
D1179,['minuman'],5,"(-5.38472613756947, 105.25245571343785)",tidak layak konsumsi,False,True,True,True
D1180,"['minuman', 'makanan']",7,"(-5.41452169868058, 105.22516217624946)",tidak layak konsumsi,True,True,True,False
D1181,['minuman'],4,"(-5.37921882212903, 105.26723450168909)",tidak layak konsumsi,True,False,False,True
D1182,"['makanan', 'minuman']",5,"(-5.37485783396601, 105.26582192542593)",layak konsumsi,False,False,True,True
D1183,['minuman'],6,"(-5.42855514212926, 105.30080894124008)",layak konsumsi,True,True,False,True
D1184,"['makanan', 'minuman']",3,"(-5.43325118710062, 105.27222904399325)",hampir kadaluarsa,True,False,False,True
D1185,"['makanan', 'minuman']",7,"(-5.39950174418008, 105.27633583476847)",hampir kadaluarsa,False,False,False,True
D1186,"['makanan', 'minuman']",10,"(-5.41635478373613, 105.2538214140512)",hampir kadaluarsa,True,False,False,False
D1187,['minuman'],9,"(-5.38801710793129, 105.28627238269787)",tidak layak konsumsi,False,True,False,True
D1188,"['minuman', 'makanan']",9,"(-5.37954773797185, 105.26485207413012)",hampir kadaluarsa,True,True,False,True
D1189,"['makanan', 'minuman']",10,"(-5.39105728120096, 105.28968431711878)",layak konsumsi,False,False,True,False
D1190,['makanan'],5,"(-5.4053932724251, 105.21771576990827)",hampir kadaluarsa,True,False,False,True
D1191,['makanan'],9,"(-5.38219204410848, 105.25112300997006)",tidak layak konsumsi,False,True,True,False
D1192,"['minuman', 'makanan']",8,"(-5.40222695832326, 105.28993801458924)",hampir kadaluarsa,False,True,True,False
D1193,"['makanan', 'minuman']",5,"(-5.38726425341146, 105.2737088780018)",hampir kadaluarsa,False,False,False,False
D1194,"['makanan', 'minuman']",8,"(-5.40978882240645, 105.28454196491806)",tidak layak konsumsi,False,True,False,False
D1195,['minuman'],5,"(-5.42627223872726, 105.28509437793831)",layak konsumsi,True,False,False,True
D1196,"['minuman', 'makanan']",2,"(-5.41537947226051, 105.26009396898829)",tidak layak konsumsi,True,False,False,False
D1197,"['minuman', 'makanan']",1,"(-5.38208825444745, 105.24950338018132)",hampir kadaluarsa,True,False,True,True
D1198,"['makanan', 'minuman']",9,"(-5.40977022349344, 105.29009442573998)",layak konsumsi,True,True,False,True
D1199,['makanan'],6,"(-5.43743542737521, 105.23281651403444)",layak konsumsi,True,False,True,True
D1200,"['makanan', 'minuman']",10,"(-5.37703365499781, 105.25348050061933)",hampir kadaluarsa,False,True,True,False
D1201,['makanan'],2,"(-5.39275890682398, 105.26344815032618)",layak konsumsi,False,False,True,False
D1202,"['minuman', 'makanan']",6,"(-5.43832876911381, 105.22120311760045)",tidak layak konsumsi,False,False,True,False
D1203,"['minuman', 'makanan']",6,"(-5.39003471971244, 105.28231387861044)",hampir kadaluarsa,True,True,False,True
D1204,['makanan'],5,"(-5.38930098780673, 105.22062487723302)",hampir kadaluarsa,True,True,False,True
D1205,"['minuman', 'makanan']",5,"(-5.43650969751676, 105.30157656496375)",tidak layak konsumsi,False,False,False,False
D1206,"['makanan', 'minuman']",4,"(-5.43808516803563, 105.29214443006565)",hampir kadaluarsa,False,True,False,True
D1207,"['minuman', 'makanan']",7,"(-5.40894502816898, 105.2232500842766)",layak konsumsi,True,False,False,False
D1208,['makanan'],8,"(-5.42735001716651, 105.25324567396014)",layak konsumsi,False,False,False,False
D1209,['makanan'],2,"(-5.39167637911941, 105.29227234810993)",hampir kadaluarsa,True,True,True,True
D1210,"['minuman', 'makanan']",4,"(-5.41379059422281, 105.25927758162977)",hampir kadaluarsa,False,True,False,False
D1211,['minuman'],3,"(-5.40044336822706, 105.30424023188064)",layak konsumsi,True,True,True,False
D1212,['makanan'],7,"(-5.40982310109334, 105.30865037092529)",hampir kadaluarsa,True,True,False,True
D1213,['makanan'],9,"(-5.3934868849611, 105.27558453808628)",hampir kadaluarsa,False,True,False,False
D1214,"['makanan', 'minuman']",9,"(-5.41422738340009, 105.2283286220959)",layak konsumsi,True,False,False,True
