id_penyumbang,jumlah_disumbangkan,is_halal_donor,is_for_child_donor,is_for_elderly_donor,is_alergan,id_penerima,jumlah_dibutuhkan,frekuensi_menerima,is_halal_receiver,is_for_child_receiver,is_for_elderly_receiver,is_alergan_free,matching_score,makanan_disumbangkan_makanan,makanan_disumbangkan_makanan_minuman,makanan_disumbangkan_minuman,kondisi_makanan_hampir_kadaluarsa,kondisi_makanan_layak_konsumsi,kondisi_makanan_tidak_layak_konsumsi,makanan_dibutuhkan_makanan,makanan_dibutuhkan_makanan_minuman,makanan_dibutuhkan_minuman,kondisi_makanan_diterima_hampir_kadaluarsa,kondisi_makanan_diterima_layak_konsumsi,kondisi_makanan_diterima_layak_konsumsi_hampir_kadaluarsa,kondisi_makanan_diterima_tidak_layak konsumsi,status_penerima_mendesak,status_penerima_normal,status_penerima_tidak mendesak,jarak
D34,0.5306122448979592,0,0,1,1,T29,0.04081632653061224,0.2222222222222222,0,0,0,0,0.69375,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0.37238962386645785
D5,0.9387755102040817,1,1,1,0,T28,0.7346938775510204,1.0,1,1,1,1,0.8568181818181817,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0.3605357921534823
D33,0.2653061224489796,1,0,0,1,T61,0.46938775510204084,0.4444444444444444,1,0,0,1,0.5958333333333333,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0.21150523418221798
D82,0.7755102040816326,1,0,0,1,T97,0.8163265306122449,0.6666666666666666,1,0,1,0,0.6794969512195121,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0.3369278903978141
D83,0.8163265306122449,0,1,1,0,T93,0.22448979591836735,0.1111111111111111,1,0,0,1,0.6749999999999999,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0.3150794929249602
D25,0.3877551020408163,1,0,1,1,T2,0.3877551020408163,0.8888888888888888,1,1,1,0,0.5824999999999999,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0.5135399387101558
D59,0.3673469387755102,1,0,0,1,T6,0.5306122448979592,0.8888888888888888,1,0,0,0,0.6278703703703702,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0.27626284421627817
D18,0.04081632653061224,0,0,1,1,T100,0.5510204081632653,0.2222222222222222,1,1,0,1,0.4294642857142857,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0.41641791315710763
D43,0.1836734693877551,1,1,1,1,T10,0.8163265306122449,0.1111111111111111,0,1,0,1,0.474390243902439,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0.3461076928542168
D54,0.1836734693877551,1,1,1,1,T43,0.3673469387755102,0.8888888888888888,1,1,1,1,0.3851315789473684,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0.2882301807622219
D18,0.04081632653061224,0,0,1,1,T58,0.40816326530612246,0.6666666666666666,0,0,0,0,0.5486607142857144,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0.5032352060650599
D58,0.8571428571428571,1,1,0,0,T49,0.40816326530612246,0.0,1,0,1,1,0.4125,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0.48979595659659614
D76,0.7346938775510204,0,0,0,1,T52,0.9387755102040817,0.5555555555555556,1,1,1,0,0.5394376899696048,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0.3116397027639638
D13,0.32653061224489793,0,0,1,1,T21,0.6326530612244898,0.2222222222222222,1,1,1,1,0.396875,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0.17720066229065115
D85,0.04081632653061224,0,1,0,0,T1,0.0,0.4444444444444444,0,0,1,0,0.4625,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0.2892141139054872
D46,0.8163265306122449,0,0,1,1,T89,0.2653061224489796,0.3333333333333333,0,0,1,0,0.515,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0.4506335755420055
D54,0.1836734693877551,1,1,1,1,T3,0.9183673469387755,0.3333333333333333,1,0,1,0,0.5617391304347826,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0.43297197387441305
D55,0.7346938775510204,1,0,1,1,T99,0.7551020408163265,0.8888888888888888,0,1,0,1,0.6548684210526315,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0.522983587564847
D81,0.1836734693877551,1,1,0,1,T20,0.7346938775510204,0.3333333333333333,0,1,1,1,0.467027027027027,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0.33632357607148045
D78,1.0,0,1,0,0,T86,0.6122448979591837,0.4444444444444444,1,0,0,0,0.5375,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0.22464645249373133
D41,0.12244897959183673,0,1,0,0,T62,0.30612244897959184,1.0,0,0,0,0,0.6255681818181819,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0.4269416279904587
D79,0.30612244897959184,0,1,0,1,T14,0.4897959183673469,0.6666666666666666,1,0,0,1,0.348375,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0.3159307535192789
D43,0.1836734693877551,1,1,1,1,T6,0.5306122448979592,0.8888888888888888,1,0,0,0,0.344537037037037,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0.5269317913632093
D18,0.04081632653061224,0,0,1,1,T57,0.7755102040816326,0.8888888888888888,0,1,1,1,0.3901923076923076,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0.532356187179972
D25,0.3877551020408163,1,0,1,1,T63,0.9183673469387755,0.4444444444444444,1,1,1,1,0.5559782608695651,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0.4965054983604767
D14,0.5510204081632653,0,0,0,0,T6,0.5306122448979592,0.8888888888888888,1,0,0,0,0.4825,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0.07643358343506962
D27,0.3877551020408163,0,0,1,0,T92,0.7551020408163265,0.2222222222222222,1,0,1,1,0.2713815789473684,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0.657606768458683
D15,0.5306122448979592,0,0,0,1,T27,0.02040816326530612,0.7777777777777778,0,1,0,1,0.5333333333333333,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0.4401368114886423
D87,0.9795918367346939,1,1,1,0,T23,0.9591836734693877,1.0,0,1,0,0,0.6818181818181818,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0.2791347682298585
D71,0.40816326530612246,0,1,0,0,T13,0.5306122448979592,0.4444444444444444,0,1,0,0,0.7402777777777777,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0.3259119289524916
D60,0.04081632653061224,0,1,1,1,T90,0.7755102040816326,0.6666666666666666,0,0,0,1,0.1670673076923076,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0.45497756513790233
D93,0.673469387755102,0,0,1,0,T30,0.6938775510204082,0.8888888888888888,1,1,1,0,0.4796428571428571,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0.41117298613174424
D84,0.12244897959183673,1,1,0,0,T2,0.3877551020408163,0.8888888888888888,1,1,1,0,0.5175000000000001,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0.3928532007874404
D92,0.8367346938775511,1,0,0,1,T35,0.12244897959183673,0.0,1,0,0,0,0.4875,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0.7579459777879807
D88,0.3877551020408163,1,0,1,1,T9,0.2857142857142857,1.0,1,1,0,1,0.3568181818181818,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0.06272912728807903
D45,0.7346938775510204,1,0,0,0,T9,0.2857142857142857,1.0,1,1,0,1,0.4568181818181818,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0.17417490427567284
D57,0.04081632653061224,0,1,0,0,T93,0.22448979591836735,0.1111111111111111,1,0,0,1,0.325,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0.3214573019448004
D58,0.8571428571428571,1,1,0,0,T21,0.6326530612244898,0.2222222222222222,1,1,1,1,0.71875,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0.09492579666627363
D12,0.673469387755102,1,0,1,0,T65,0.8367346938775511,1.0,1,1,1,1,0.6377705627705628,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0.37473695453958844
D47,0.8775510204081632,1,0,0,0,T8,0.4897959183673469,0.6666666666666666,1,0,1,1,0.7343749999999999,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0.33238842972672894
D75,1.0,0,0,0,0,T48,0.5306122448979592,0.7777777777777778,0,0,0,0,0.6583333333333333,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0.6442245616999436
D4,0.3469387755102041,1,0,0,0,T19,0.3673469387755102,0.6666666666666666,1,0,1,1,0.579111842105263,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0.22922922001084778
D70,0.30612244897959184,1,1,1,1,T1,0.0,0.4444444444444444,0,0,1,0,0.3875,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0.18422520270704162
D5,0.9387755102040817,1,1,1,0,T10,0.8163265306122449,0.1111111111111111,0,1,0,1,0.725,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0.2568982401048934
D58,0.8571428571428571,1,1,0,0,T44,0.1836734693877551,0.7777777777777778,1,0,0,0,0.5833333333333333,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0.45261000153354775
D23,0.5306122448979592,1,1,1,0,T8,0.4897959183673469,0.6666666666666666,1,0,1,1,0.309375,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0.6926124694257213
D38,0.24489795918367346,0,1,1,0,T91,0.5102040816326531,0.5555555555555556,1,1,0,1,0.5107142857142857,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0.09360277184179963
D57,0.04081632653061224,0,1,0,0,T69,0.8163265306122449,0.2222222222222222,0,1,1,0,0.5010670731707317,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0.06020377034440191
D5,0.9387755102040817,1,1,1,0,T83,0.7346938775510204,0.0,0,1,0,1,0.6625,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0.31042430552820083
D17,0.16326530612244897,1,1,0,0,T67,0.8367346938775511,0.6666666666666666,0,0,0,0,0.6808035714285714,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0.38890352483010926
D70,0.30612244897959184,1,1,1,1,T72,0.7142857142857143,0.6666666666666666,0,1,1,1,0.3538194444444444,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0.5473367396522664
D7,0.4489795918367347,1,1,1,1,T48,0.5306122448979592,0.7777777777777778,0,0,0,0,0.4185185185185185,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0.4019853195041612
D84,0.12244897959183673,1,1,0,0,T49,0.40816326530612246,0.0,1,0,1,1,0.5458333333333333,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0.23949571531726105
D53,0.04081632653061224,0,1,1,0,T89,0.2653061224489796,0.3333333333333333,0,0,1,0,0.3114285714285714,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0.5140355994481594
D89,0.42857142857142855,0,1,1,0,T56,0.6122448979591837,0.0,1,0,0,0,0.5834677419354839,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0.6736106773189975
D75,1.0,0,0,0,0,T100,0.5510204081632653,0.2222222222222222,1,1,0,1,0.5437500000000001,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0.9283308785745977
D72,0.5102040816326531,1,1,0,1,T100,0.5510204081632653,0.2222222222222222,1,1,0,1,0.7116071428571429,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0.4381226776204909
D53,0.04081632653061224,0,1,1,0,T55,0.22448979591836735,0.7777777777777778,1,1,0,1,0.2083333333333333,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0.5803855343761465
D6,0.8163265306122449,0,1,1,1,T53,0.5714285714285714,1.0,1,0,0,1,0.5818181818181817,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0.3507931825529429
D44,0.6122448979591837,0,1,0,0,T20,0.7346938775510204,0.3333333333333333,0,1,1,1,0.6237837837837839,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0.8852929021917424
D20,0.8571428571428571,1,1,0,1,T82,0.9795918367346939,0.7777777777777778,1,0,1,0,0.5460884353741496,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0.4164272654088519
D84,0.12244897959183673,1,1,0,0,T52,0.9387755102040817,0.5555555555555556,1,1,1,0,0.5006079027355623,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0.3061700818481848
D54,0.1836734693877551,1,1,1,1,T41,0.16326530612244897,0.5555555555555556,0,0,0,1,0.5857142857142856,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0.42139473958044277
D5,0.9387755102040817,1,1,1,0,T60,0.3469387755102041,0.6666666666666666,1,0,0,1,0.584375,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0.6514130758572909
D26,0.2857142857142857,0,0,0,1,T27,0.02040816326530612,0.7777777777777778,0,1,0,1,0.3583333333333334,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0.5405574390485922
D81,0.1836734693877551,1,1,0,1,T77,0.7959183673469388,0.8888888888888888,0,1,0,0,0.4325,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0.5023470181727542
D15,0.5306122448979592,0,0,0,1,T93,0.22448979591836735,0.1111111111111111,1,0,0,1,0.5499999999999999,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0.2826877459516601
D50,0.0,1,1,0,0,T23,0.9591836734693877,1.0,0,1,0,0,0.6089015151515151,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0.646925736133262
D74,0.7551020408163265,0,1,1,0,T82,0.9795918367346939,0.7777777777777778,1,0,1,0,0.6358843537414965,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0.8479246240520866
D66,0.4897959183673469,0,0,0,1,T25,0.10204081632653061,0.0,0,1,1,1,0.7874999999999999,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0.2584650581245856
D22,0.8979591836734694,0,0,0,0,T91,0.5102040816326531,0.5555555555555556,1,1,0,1,0.4607142857142857,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0.09372752932463688
D80,0.2653061224489796,0,0,1,1,T81,0.4897959183673469,0.0,0,1,0,1,0.4185,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0.11567541333691465
D89,0.42857142857142855,0,1,1,0,T99,0.7551020408163265,0.8888888888888888,0,1,0,1,0.5153947368421052,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0.18560788129077418
D45,0.7346938775510204,1,0,0,0,T68,0.8163265306122449,0.2222222222222222,1,1,1,0,0.4839939024390244,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0.2877358454910525
D95,0.9795918367346939,1,1,0,1,T18,0.10204081632653061,0.5555555555555556,0,0,1,0,0.7107142857142856,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0.10298883807292845
D96,0.6326530612244898,0,1,1,1,T88,0.7755102040816326,0.3333333333333333,1,1,0,0,0.572051282051282,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0.2001912318939445
D66,0.4897959183673469,0,0,0,1,T76,0.2857142857142857,0.3333333333333333,1,0,0,1,0.39,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0.6237549935565314
D95,0.9795918367346939,1,1,0,1,T44,0.1836734693877551,0.7777777777777778,1,0,0,0,0.5833333333333333,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0.4797339200660564
D23,0.5306122448979592,1,1,1,0,T68,0.8163265306122449,0.2222222222222222,1,1,1,0,0.6596036585365853,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0.3620603234550326
D60,0.04081632653061224,0,1,1,1,T40,0.9795918367346939,0.4444444444444444,1,0,0,0,0.3936224489795918,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0.4387718891370058
D61,0.9183673469387755,1,1,1,0,T59,0.24489795918367346,0.4444444444444444,1,0,0,0,0.6375,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0.34169848551370346
D14,0.5510204081632653,0,0,0,0,T93,0.22448979591836735,0.1111111111111111,1,0,0,1,0.6,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0.12371020481176176
D95,0.9795918367346939,1,1,0,1,T96,0.6938775510204082,0.4444444444444444,1,0,1,0,0.4875,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0.3622165636337879
D42,0.12244897959183673,0,1,1,1,T14,0.4897959183673469,0.6666666666666666,1,0,0,1,0.312375,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0.4297352176942047
D70,0.30612244897959184,1,1,1,1,T8,0.4897959183673469,0.6666666666666666,1,0,1,1,0.373375,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0.552642808393832
D84,0.12244897959183673,1,1,0,0,T80,0.673469387755102,0.8888888888888888,0,0,1,1,0.5530882352941177,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0.20859343310738743
D54,0.1836734693877551,1,1,1,1,T70,0.3673469387755102,1.0,1,1,1,1,0.2594497607655502,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0.5190130532830886
D1,0.04081632653061224,1,1,1,0,T31,0.46938775510204084,1.0,1,0,0,0,0.2693181818181818,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0.8598904016341274
D22,0.8979591836734694,0,0,0,0,T52,0.9387755102040817,0.5555555555555556,1,1,1,0,0.6564589665653495,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0.2099674892509465
D62,0.8367346938775511,0,1,1,0,T68,0.8163265306122449,0.2222222222222222,1,1,1,0,0.59375,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0.2934040336784761
D3,0.30612244897959184,0,1,0,0,T75,0.08163265306122448,0.1111111111111111,0,0,1,1,0.5,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0.25803698785556695
D51,0.5306122448979592,1,0,1,0,T82,0.9795918367346939,0.7777777777777778,1,0,1,0,0.7134353741496597,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0.24911447230502387
D58,0.8571428571428571,1,1,0,0,T75,0.08163265306122448,0.1111111111111111,0,0,1,1,0.625,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0.6729611288922855
D85,0.04081632653061224,0,1,0,0,T44,0.1836734693877551,0.7777777777777778,1,0,0,0,0.4883333333333334,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0.3962977856611402
D91,0.061224489795918366,0,1,1,0,T99,0.7551020408163265,0.8888888888888888,0,1,0,1,0.4680263157894737,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0.441639614250237
D51,0.5306122448979592,1,0,1,0,T77,0.7959183673469388,0.8888888888888888,0,1,0,0,0.6249999999999999,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0.19514466302489947
D43,0.1836734693877551,1,1,1,1,T58,0.40816326530612246,0.6666666666666666,0,0,0,0,0.5819940476190475,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0.07686974545111144
D68,0.40816326530612246,0,0,1,0,T53,0.5714285714285714,1.0,1,0,0,1,0.5542319749216301,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0.4100333887236379
D58,0.8571428571428571,1,1,0,0,T6,0.5306122448979592,0.8888888888888888,1,0,0,0,0.6574999999999999,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0.24587028129546062
D42,0.12244897959183673,0,1,1,1,T8,0.4897959183673469,0.6666666666666666,1,0,1,1,0.462375,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0.2879756151404042
D13,0.32653061224489793,0,0,1,1,T41,0.16326530612244897,0.5555555555555556,0,0,0,1,0.5857142857142856,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0.43784969373762644
D52,0.30612244897959184,1,1,1,0,T23,0.9591836734693877,1.0,0,1,0,0,0.6151515151515151,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0.350585981627622
D7,0.4489795918367347,1,1,1,1,T60,0.3469387755102041,0.6666666666666666,1,0,0,1,0.484375,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0.11729200039848156
D15,0.5306122448979592,0,0,0,1,T96,0.6938775510204082,0.4444444444444444,1,0,1,0,0.1896428571428571,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0.59487938289806
D3,0.30612244897959184,0,1,0,0,T84,0.7346938775510204,0.1111111111111111,0,0,0,0,0.4432432432432433,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0.22627256085714267
D73,0.8979591836734694,1,1,0,0,T19,0.3673469387755102,0.6666666666666666,1,0,1,1,0.7843749999999999,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0.4145892738346037
D5,0.9387755102040817,1,1,1,0,T14,0.4897959183673469,0.6666666666666666,1,0,0,1,0.584375,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0.42064990745740993
D2,0.14285714285714285,1,0,1,0,T37,0.2857142857142857,1.0,1,1,0,0,0.5351515151515152,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0.29925773454171134
D13,0.32653061224489793,0,0,1,1,T37,0.2857142857142857,1.0,1,1,0,0,0.2068181818181818,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0.5183927956028958
D32,0.02040816326530612,0,0,1,0,T69,0.8163265306122449,0.2222222222222222,0,1,1,0,0.5736280487804878,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0.3465991810571269
D29,0.9591836734693877,0,0,0,0,T81,0.4897959183673469,0.0,0,1,0,1,0.4625,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0.2873559977598026
D30,0.22448979591836735,1,0,0,0,T61,0.46938775510204084,0.4444444444444444,1,0,0,1,0.6874999999999999,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0.11720226223106858
D18,0.04081632653061224,0,0,1,1,T5,0.9591836734693877,1.0,1,0,0,0,0.4380681818181818,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0.23488139027696453
D67,0.2653061224489796,1,0,1,1,T58,0.40816326530612246,0.6666666666666666,0,0,0,0,0.6010416666666667,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0.5132429973245736
D93,0.673469387755102,0,0,1,0,T86,0.6122448979591837,0.4444444444444444,1,0,0,0,0.5375,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0.19313412336041505
D51,0.5306122448979592,1,0,1,0,T96,0.6938775510204082,0.4444444444444444,1,0,1,0,0.5646428571428571,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0.1521735427631151
D40,0.673469387755102,0,1,0,1,T10,0.8163265306122449,0.1111111111111111,0,1,0,1,0.7079268292682928,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0.28053560556739693
D28,0.32653061224489793,1,0,0,1,T71,0.3673469387755102,0.7777777777777778,1,0,1,1,0.3478070175438597,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0.16518055614377225
D67,0.2653061224489796,1,0,1,1,T78,0.6326530612244898,0.0,1,1,1,0,0.68125,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0.41517961709346024
D49,0.10204081632653061,1,0,0,0,T76,0.2857142857142857,0.3333333333333333,1,0,0,1,0.705,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0.7254729731870955
D60,0.04081632653061224,0,1,1,1,T80,0.673469387755102,0.8888888888888888,0,0,1,1,0.3663235294117647,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0.5309811877605047
D29,0.9591836734693877,0,0,0,0,T71,0.3673469387755102,0.7777777777777778,1,0,1,1,0.2833333333333334,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0.7711352360004223
D9,0.5306122448979592,0,0,0,1,T39,0.22448979591836735,0.7777777777777778,0,1,0,0,0.5583333333333332,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0.6250720912865496
D59,0.3673469387755102,1,0,0,1,T67,0.8367346938775511,0.6666666666666666,0,0,0,0,0.7296130952380953,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0.8076952115771506
D12,0.673469387755102,1,0,1,0,T50,0.2653061224489796,0.0,0,0,1,1,0.8874999999999998,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0.3868728306533356
D12,0.673469387755102,1,0,1,0,T90,0.7755102040816326,0.6666666666666666,0,0,0,1,0.4215544871794872,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0.15856394318134562
D52,0.30612244897959184,1,1,1,0,T44,0.1836734693877551,0.7777777777777778,1,0,0,0,0.5833333333333333,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0.40015692642908196
D67,0.2653061224489796,1,0,1,1,T21,0.6326530612244898,0.2222222222222222,1,1,1,1,0.6375000000000001,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0.17626476815835943
D46,0.8163265306122449,0,0,1,1,T6,0.5306122448979592,0.8888888888888888,1,0,0,0,0.3825,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0.2699075388140889
D20,0.8571428571428571,1,1,0,1,T27,0.02040816326530612,0.7777777777777778,0,1,0,1,0.3583333333333334,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0.491219690906748
D32,0.02040816326530612,0,0,1,0,T17,0.22448979591836735,0.1111111111111111,1,1,1,0,0.4916666666666667,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0.37968523785534186
D52,0.30612244897959184,1,1,1,0,T80,0.673469387755102,0.8888888888888888,0,0,1,1,0.5795588235294117,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0.40747229580859856
D52,0.30612244897959184,1,1,1,0,T21,0.6326530612244898,0.2222222222222222,1,1,1,1,0.69375,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0.18688508417914362
D11,0.08163265306122448,1,1,0,0,T17,0.22448979591836735,0.1111111111111111,1,1,1,0,0.6166666666666667,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0.3758033106433677
D35,0.673469387755102,1,1,1,1,T95,0.4897959183673469,0.6666666666666666,1,1,0,0,0.509375,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0.7137316119116569
D34,0.5306122448979592,0,0,1,1,T24,0.02040816326530612,0.2222222222222222,1,0,0,0,0.41875,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0.2519987215759203
D26,0.2857142857142857,0,0,0,1,T80,0.673469387755102,0.8888888888888888,0,0,1,1,0.4766176470588235,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0.22313388055680558
D35,0.673469387755102,1,1,1,1,T8,0.4897959183673469,0.6666666666666666,1,0,1,1,0.284375,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0.21082018893205556
D94,0.7959183673469388,0,1,1,1,T27,0.02040816326530612,0.7777777777777778,0,1,0,1,0.3583333333333334,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0.4526783188280032
D38,0.24489795918367346,0,1,1,0,T95,0.4897959183673469,0.6666666666666666,1,1,0,0,0.511375,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0.4682697122615387
